CLAVE DE LA NORMA,TITULO,F. PUBLICACIÓN,TIPO NORMA,PRODUCTO,RAE,CTNN,ONN,DOCUMENTO
NMX-AA-079-SCFI-2001,"ANALISIS DE AGUAS-DETERMINACION DE NITRATOS EN AGUAS NATURALES, POTABLES, RESIDUALES Y RESIDUALES TRATADAS-METODO DE PRUEBA (CANCELA A LA NMX-AA-079-1986).",2001-08-13T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2001/nmx-aa-079-scfi-2001.pdf
NMX-AA-080-1986,"""CONTAMMACIÓN DEL SUELO - RESIDUOS SÓLIDOS MUNICIPALES DETERMINACIÓN DEL PORCENTAJE DE OXÍGENO EN MATERLA ORGÁNICA""",1986-07-14T00:00:00Z,DEFINITIVA,CONTAMINACION DEL SUELO,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1986/nmx-aa-080-1986.pdf
NMX-AA-081-1986,"""CONTAMINACIÓN DEL AGUA DETERMINACIÓN DE NITRÓGENO DE NITRATO EN AGUA MARINA - MÉTODO DE REDUCCIÓN DE NITRATO A NITRITO EN COLUMNA DE CADMIO - COBRE""",1986-07-14T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1986/nmx-aa-081-1986.pdf
NMX-AA-082-1986,"""CONTAMINACIÓN DEL AGUA-DETERMINACIÓN DE NITRÓGENO DE NITRATO MÉTODO ESPECTROFOTOMÉTRICO ULTRAVIOLETA""",1986-04-14T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1986/nmx-aa-082-1986.pdf
NMX-AA-083-1982,"""ANÁLISIS DE AGUA - DETERMINACIÓN DE OLOR""",1982-12-02T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1982/nmx-aa-083-1982.pdf
NMX-AA-084-1982,"""ANÁLISIS DE AGUA.- DETERMINACIÓN DE SULFUROS""",1982-08-10T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1982/nmx-aa-084-1982.pdf
NMX-AA-085-1986,"""PROTECCIÓN AL AMBIENTE-CONTAMINACIÓN ATMOSFÉRICA-FUENTES FIJAS-GASÓMETROS HÚMEDOS-CALIBRACIÓN-MÉTODO DE SIFONEO""",1986-04-14T00:00:00Z,DEFINITIVA,CONTAMINACION ATMOSFERICA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1986/nmx-aa-085-1986.pdf
NMX-AA-086-1986,"""PROTECCIÓN AL AMBIENTE-CONTAMINACIÓN ATMOSFÉRICA-FUENTES FIJAS-ROTÁMETROS-CALIBRACIÓN"".",1986-04-14T00:00:00Z,DEFINITIVA,CONTAMINACION ATMOSFERICA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1986/nmx-aa-086-1986.pdf
NMX-AA-087-SCFI-2010,"ANALISIS DE AGUA-EVALUACION DE TOXICIDAD AGUDA CON DAPHNIA MAGNA, STRAUS (CRUSTACEA-CLADOCERA)-METODO DE PRUEBA (CANCELA A LA NMX-AA-087-SCFI-1995).",2011-03-03T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-aa-087-scfi10.pdf
NMX-AA-088-1986,"""PROTECCIÓN AL AMBIENTE-CONTAMINACIÓN ATMOSFÉRICA-FUENTES FIJAS-GASÓMETROS SECOS-CALIBRACIÓN""",1986-04-14T00:00:00Z,DEFINITIVA,CONTAMINACION ATMOSFERICA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1986/nmx-aa-088-1986.pdf
NMX-AA-089/1-SCFI-2010,PROTECCION AL AMBIENTE-CALIDAD DEL AGUA-VOCABULARIO-PARTE 1 (CANCELA A LA NMX-AA-089-1-1986).,2011-03-03T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-aa-089-1-scfi10.pdf
NMX-AA-089/2-SCFI-2010,PROTECCIÓN AL AMBIENTE-CALIDAD DEL AGUA-VOCABULARIO-PARTE 2 (CANCELA A LA NOM-AA-89/2-1992),2013-08-29T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-aa-089-2-scfi-2010-2012.pdf
NMX-AA-090-1986,"""PROTECCIÓN AL AMBIENTE - CONTAMINACIÓN ATMOSFÉRICA DETERMINACIÓN DE NEBLINA DE ÁCIDO FOSFÓRICO EN LOS GASES QUE FLUYEN POR UN CONDUCTO""",1986-08-14T00:00:00Z,DEFINITIVA,CONTAMINACION ATMOSFERICA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1986/nmx-aa-090-1986.pdf
NMX-AA-091-1987,"CALIDAD DEL SUELO TERMINOLOGÍA (ESTA NORMA CANCELA LA NOM-AA-91-1985)
",1987-07-23T00:00:00Z,DEFINITIVA,TERMINOLOGÍA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1987/nmx-aa-091-1987.pdf
NMX-AA-092-1984,"""PROTECCIÓN AL AMBIENTE CONTAMINACIÓN DEL SUELO RESIDUOS SÓLIDOS MUNICIPALES-DETERMINACIÓN DE AZUFRE",1984-12-14T00:00:00Z,DEFINITIVA,CONTAMINACION DEL SUELO,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1984/nmx-aa-092-1984.pdf
NMX-AA-093-SCFI-2000,ANALISIS DE AGUA - DETERMINACION DE LA CONDUCTIVIDAD ELECTROLITICA - METODO DE PRUEBA (CANCELA A LA NMX-AA-093-1984).,2000-12-18T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2000/nmx-aa-093-scfi-2000.pdf
NMX-AA-094-1985,"""PROTECCIÓN AL AMBIENTE -CONTAMINACIÓN DEL SUELO -RESIDUOS SÓLIDOS MUNICIPALES -DETERMINACIÓN DE FÓSFORO TOTAL"".",1985-11-04T00:00:00Z,DEFINITIVA,CONTAMINACION DEL SUELO,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1985/nmx-aa-094-1985.pdf
NMX-AA-095-1986,"""CONTAMINACIÓN ATMOSFÉRICA-FUENTES FIJAS-DETERMINACIÓN DE CIANUROS EN GASES QUE FLUYEN POR UN CONDUCTO-MÉTODO DE PIRAZOLONA"".",1986-11-14T00:00:00Z,DEFINITIVA,CONTAMINACION ATMOSFERICA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1986/nmx-aa-095-1986.pdf
NMX-AA-096-1986,"""CONTAMINACIÓN ATMOSFÉRICA-FUENTES FIJAS- MUESTREO Y CUANTIFICACIÓN DE EMISIONES DE BENCENO, TOLUENO, XILENO Y ESTIRENO"".",1986-11-24T00:00:00Z,DEFINITIVA,CONTAMINACION ATMOSFERICA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1986/nmx-aa-096-1986.pdf
NMX-AA-097-1986,"CONTAMINACIÓN ATMOSFÉRICA-FUENTES FIJAS-DETERMINACIÓN DE AMONIACO EN LOS GASES QUE FLUYEN POR UN CONDUCTO"" .",1986-11-14T00:00:00Z,DEFINITIVA,CONTAMINACION ATMOSFERICA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1986/nmx-aa-097-1986.pdf
NMX-AA-098-1986,"""CONTAMINACIÓN ATMOSFÉRICA-FUENTES FIJAS-DETERMINACIÓN DE LA CONCENTRACIÓN DE TRICLORO ETILENO EN LOS GASES QUE FLUYEN POR UN CONDUCTO"" .",1986-11-14T00:00:00Z,DEFINITIVA,CONTAMINACION ATMOSFERICA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1986/nmx-aa-098-1986.pdf
NMX-AA-099-SCFI-2006,"ANALISIS DE AGUA-DETERMINACION DE NITROGENO DE NITRITOS EN AGUAS NATURALES Y RESIDUALES-METODOS DE PRUEBA (CANCELA A LA NMX-AA-099-1987).
",2006-08-21T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-099-scfi-2006.pdf
NMX-AA-100-1987,CALIDAD DEL AGUA-DETERMINACIÓN DE CLORO TOTAL MÉTODO IODOMÉTRICO.,1987-06-22T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1987/nmx-aa-100-1987.pdf
NMX-AA-101-1984,"""ANÁLISIS DE AGUA -ESTRONCIO RADIACTIVO EN AGUA-MÉTODO DE PRUEBA"".",1984-06-22T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1984/nmx-aa-101-1984.pdf
NMX-AA-102-SCFI-2006,"CALIDAD DEL AGUA-DETECCION Y ENUMERACION DE ORGANISMOS COLIFORMES, ORGANISMOS COLIFORMES TERMOTOLERANTES Y ESCHERICHIA COLI PRESUNTIVA-METODO DE FILTRACION EN MEMBRANA (CANCELA A LA NMX-AA-102-1987).",2006-08-21T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-102-scfi-2006.pdf
NMX-AA-103-SCFI-2006,RESIDUOS-DETERMINACION DE COMPUESTOS ORGANICOS VOLATILES POR CROMATOGRAFIA DE GASES ACOPLADO A UN ESPECTROMETRO DE MASAS EN PRODUCTOS DE EXTRACCION DE CONSTITUYENTES TOXICOS (PECT)-METODO DE PRUEBA,2012-12-06T00:00:00Z,DEFINITIVA,PROTECCIÓN AMBIENTAL,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-aa-103-scfi-2006.pdf
NMX-AA-105-SCFI-2014,SUELOSHIDROCARBUROS FRACCIÓN LIGERA POR CROMATOGRAFÍA DE GASES CON DETECTORES DE IONIZACIÓN DE FLAMA O ESPECTROMETRÍA DE MASAS (CANCELA A LA NMX-AA-105-SCFI-2008).,2014-07-17T00:00:00Z,DEFINITIVA,HIDROCARBUROS,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-aa-105-scfi-2014.pdf
NMX-AA-106-1987,CALIDAD DEL AIRE- DETERMINACIÓN DEL DIÁMETRO MÁXIMO DE PORO EN FILTROS RIGIDOS Y DE MEMBRANA EN FUNCIÓN DE LA PRESIÓN.,1987-07-20T00:00:00Z,DEFINITIVA,CONTAMINACION ATMOSFERICA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1987/nmx-aa-106-1987.pdf
NMX-AA-108-SCFI-2001,CALIDAD DEL AGUA-DETERMINACION DE CLORO LIBRE Y CLORO TOTAL-METODO DE PRUEBA (CANCELA A LA NMX-AA-108-1992).,2001-08-13T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2001/nmx-aa-108-scfi-2001.pdf
NMX-AA-110-1995-SCFI,ANALISIS DE AGUA - EVALUACION DE TOXICIDAD AGUDA CON ARTEMIA  FRANCISCANA KELLOGG (CRUTACEA - ANOSTRACA) - METODO DE PRUEBA                                                                                                                                  ,1996-04-12T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1995/nmx-aa-110-1995.pdf
NMX-AA-112-1995-SCFI,ANALISIS DE AGUA Y SEDIMENTOS - EVALUACION DE TOXICIDAD AGUDA CON  PHOTOBACTERIUM PHOSPHOREUM - METODO DE PRUEBA                                                                                                                                              ,1996-04-12T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1995/nmx-aa-112-1995.pdf
NMX-AA-113-SCFI-2012,ANALISIS DE AGUA-MEDICION DEL NUMERO DE HUEVOS DE HELMINTO EN AGUAS RESIDUALES Y RESIDUALES TRATADAS POR OBSERVACION MICROSCOPICA-METODO DE PRUEBA (CANCELA A LA NMX-AA-113-SCFI-1999),2013-04-09T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-aa-113-scfi-2012.pdf
NMX-AA-114-1991,CONTAMINACION ATMOSFERICA - FUENTES FIJAS - DETERMINACION DE LA  DENSIDAD DEL HUMO EN LOS GASES DE COMBUSTION QUE FLUYEN POR UN  CONDUCTO O CHIMENEA- METODO DEL NUMERO DE MANCHA,1991-11-08T00:00:00Z,DEFINITIVA,CONTAMINACION ATMOSFERICA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/1991/nmx-aa-114-1991.pdf
NMX-AA-115-SCFI-2001,"ANALISIS DE AGUA-CRITERIOS GENERALES PARA EL CONTROL DE LA CALIDAD DE RESULTADOS ANALITICOS.

",2001-04-17T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2001/nmx-aa-115-scfi-2001.pdf
NMX-AA-116-SCFI-2001,"ANALISIS DE AGUA-GUIA DE SOLICITUD PARA LA PRESENTACION DE METODOS ALTERNOS.

",2001-04-17T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2001/nmx-aa-116-scfi-2001.pdf
NMX-AA-117-SCFI-2001,"ANALISIS DE AGUA-DETERMINACION DE HIDROCARBUROS TOTALES DEL PETROLEO (HTP'S) EN AGUAS NATURALES, POTABLES, RESIDUALES Y RESIDUALES TRATADAS-METODO DE PRUEBA.",2001-09-21T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2001/nmx-aa-117-scfi-2001.pdf
NMX-AA-118-SCFI-2001,"REGISTRO DE EMISIONES Y TRANSFERENCIA DE CONTAMINANTES, LISTA DE SUSTANCIAS E INFORME.",2001-04-18T00:00:00Z,DEFINITIVA,CONTAMINACION ATMOSFERICA,PROTECCION AMBIENTAL,CTNN DE PROTECCIÓN AL AMBIENTE.,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2001/nmx-aa-118-scfi-2001.pdf
NMX-AA-119-SCFI-2006,"QUE ESTABLECE LOS REQUISITOS Y CRITERIOS DE PROTECCION AMBIENTAL PARA SELECCION DEL SITIO, DISEÑO, CONSTRUCCION Y OPERACION DE MARINAS TURISTICAS.",2006-08-21T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-119-scfi-2006.pdf
NMX-AA-120-SCFI-2006,QUE ESTABLECE LOS REQUISITOS Y ESPECIFICACIONES DE SUSTENTABILIDAD DE CALIDAD DE PLAYAS.,2006-07-07T00:00:00Z,DEFINITIVA,SERVICIOS,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-120-scfi-2006.pdf
NMX-AA-122-SCFI-2006,POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-SULFATO DE ALUMINIO-ESPECIFICACIONES Y METODOS DE PRUEBA.,2006-08-21T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-122-scfi-2006.pdf
NMX-AA-123-SCFI-2006,POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-OXIDO E HIDROXIDO DE CALCIO-ESPECIFICACIONES Y METODOS DE PRUEBA.,2006-08-21T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-123-scfi-2006.pdf
NMX-AA-124-SCFI-2006,POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-HIPOCLORITOS DE SODIO Y CALCIO-ESPECIFICACIONES Y METODOS DE PRUEBA.,2006-08-21T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-124-scfi-2006.pdf
NMX-AA-125-SCFI-2006,POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-CLORO LIQUIDO-ESPECIFICACIONES Y METODOS DE PRUEBA.,2006-08-21T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-125-scfi-2006.pdf
NMX-AA-126-SCFI-2006,POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-HIDROXIDO DE SODIO-ESPECIFICACIONES Y METODOS DE PRUEBA.,2006-09-11T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-126-scfi-2006.pdf
NMX-AA-127-SCFI-2006,POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-POLIFOSFATO DE SODIO-ESPECIFICACIONES Y METODOS DE PRUEBA.,2006-09-11T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-127-scfi-2006.pdf
NMX-AA-128-SCFI-2006,POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-SULFATO FERRICO-ESPECIFICACIONES Y METODOS DE PRUEBA.,2006-09-11T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-128-scfi-2006.pdf
NMX-AA-129-SCFI-2006,POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-CLORURO FERRICO-ESPECIFICACIONES Y METODOS DE PRUEBA.,2006-09-11T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-129-scfi-2006.pdf
NMX-AA-130-SCFI-2006,POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-POLICLORURO DE ALUMINIO-ESPECIFICACIONES Y METODOS DE PRUEBA.,2006-09-11T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-130-scfi-2006.pdf
NMX-AA-132-SCFI-2006,"MUESTREO DE SUELOS PARA LA IDENTIFICACION Y LA CUANTIFICACION DE METALES Y METALOIDES, Y MANEJO DE LA MUESTRA.",2006-09-05T00:00:00Z,DEFINITIVA,PROTECCIÓN AMBIENTAL,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-132-scfi-2006.pdf
NMX-AA-133-SCFI-2013,REQUISITOS Y ESPECIFICACIONES DE SUSTENTABILIDAD DEL ECOTURISMO (CANCELA A LA NMX-AA-133-SCFI-2006).,2014-04-07T00:00:00Z,DEFINITIVA,ECOTURISMO,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-aa-133-scfi-2013.pdf
NMX-AA-134-SCFI-2006,SUELOS-HIDROCARBUROS FRACCION PESADA POR EXTRACCION Y GRAVIMETRIA-METODO DE PRUEBA.,2006-10-12T00:00:00Z,DEFINITIVA,HIDROCARBUROS,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-134-scfi-2006.pdf
NMX-AA-135-SCFI-2007,"POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-POLIAMINAS-ESPECIFICACIONES Y METODOS DE PRUEBA.
",2007-03-01T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2006/nmx-aa-135-scfi-2007.pdf
NMX-AA-136-SCFI-2007,POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-POLICLORURO DE DIALILDIMETILAMONIO-ESPECIFICACIONES Y METODOS DE PRUEBA.,2007-03-01T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2007/nmx-aa-136-scfi-2007.pdf
NMX-AA-137-SCFI-2007,POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-POLIACRILAMIDAS-ESPECIFICACIONES Y METODOS DE PRUEBA.,2007-03-01T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2007/nmx-aa-137-scfi-2007.pdf
NMX-AA-138-SCFI-2006,"RESIDUOS-MUESTREO, TOMA DE MUESTRA, MANEJO, CONSERVACION Y TRANSPORTE DE MUESTRA",2012-12-06T00:00:00Z,DEFINITIVA,PROTECCIÓN AMBIENTAL,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-aa-138-scfi-2006.pdf
NMX-AA-139-SCFI-2008,"RESIDUOS.- PRUEBA DE EXTRACCION PARA COMPUESTOS TOXICOS (PECT).
",2008-06-18T00:00:00Z,DEFINITIVA,PROTECCIÓN AMBIENTAL,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2008/nmx-aa-139-scfi-2008.pdf
NMX-AA-140-SCFI-2007,"POTABILIZACION DEL AGUA PARA USO Y CONSUMO HUMANO-SILICATO DE SODIO-ESPECIFICACIONES Y METODOS DE PRUEBA.
",2007-03-01T00:00:00Z,DEFINITIVA,AGUA,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2007/nmx-aa-140-scfi-2007.pdf
NMX-AA-141-SCFI-2014,"SUELOSBENCENO, TOLUENO, ETILBENCENO Y XILENOS (BTEX) POR CROMATOGRAFÍA DE GASES CON DETECTORES DE ESPECTROMETRÍA DE MASAS Y FOTOIONIZACIÓNMÉTODO DE PRUEBA (CANCELA LA NMX-AA-141-SCFI-2007)",2014-07-17T00:00:00Z,DEFINITIVA,PROTECCIÓN AMBIENTAL,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2010/nmx-aa-141-scfi-2014.pdf
NMX-AA-142-SCFI-2008,"QUE ESTABLECE ESPECIFICACIONES Y LINEAMIENTOS PARA EL DESARROLLO DE ACTIVIDADES DE APROVECHAMIENTO SUSTENTABLE (BUCEO, NADO Y OBSERVACIÓN) CON TIBURÓN BALLENA RHINCODON TYPUS, RELATIVAS A SU PROTECCIÓN, MANEJO Y LA CONSERVACIÓN DE SU HÁBITAT.",2008-10-01T00:00:00Z,DEFINITIVA,PROTECCIÓN AMBIENTAL,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2008/nmx-aa-142-scfi-2008.pdf
NMX-AA-143-SCFI-2008,PARA LA CERTIFICACION DEL MANEJO SUSTENTABLE DE BOSQUE .,2008-08-21T00:00:00Z,DEFINITIVA,PROTECCIÓN AMBIENTAL,PROTECCION AMBIENTAL,CTNN DE MEDIO AMBIENTE Y RECURSOS NATURALES,NO APLICA,http://www.economia-nmx.gob.mx/normas/nmx/2008/nmx-aa-143-scfi-2008.pdf
